,clothes_id,gender,height,weight,size,size_review,bright,color,thick
0,5,남성, 176cm, 68kg,M,보통이에요,보통이에요,보통이에요,보통이에요
1,6,여성, 166cm, 50kg,FREE,보통이에요,밝아요,선명해요,보통이에요
2,6,여성, 162cm, 60kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
3,6,여성, 170cm, 53kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
4,6,여성, 163cm, 50kg,FREE,보통이에요,보통이에요,선명해요,두꺼워요
5,6,여성, 168cm, 54kg,FREE,보통이에요,밝아요,선명해요,얇아요
6,6,여성, 163cm, 50kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
7,6,여성, 154cm, 50kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
8,6,여성, 170cm, 55kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
9,6,여성, 180cm, 80kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
10,6,여성, 167cm, 50kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
11,6,여성, 160cm, 55kg,FREE,보통이에요,밝아요,보통이에요,얇아요
12,6,여성, 166cm, 59kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
13,6,여성, 160cm, 52kg,FREE,작아요,밝아요,보통이에요,보통이에요
14,6,여성, 159cm, 52kg,FREE,보통이에요,보통이에요,선명해요,얇아요
15,6,여성, 161cm, 56kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
16,6,여성, 158cm, 50kg,FREE,보통이에요,보통이에요,보통이에요,얇아요
17,6,여성, 164cm, 58kg,FREE,보통이에요,밝아요,선명해요,얇아요
18,6,여성, 157cm, 48kg,FREE,보통이에요,보통이에요,보통이에요,얇아요
19,6,여성, 163cm, 48kg,FREE,커요,보통이에요,보통이에요,보통이에요
20,6,여성, 158cm, 45kg,FREE,보통이에요,밝아요,선명해요,얇아요
21,6,여성, 160cm, 50kg,FREE,보통이에요,밝아요,선명해요,얇아요
22,6,여성, 158cm, 51kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
23,6,남성, 192cm, 96kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
24,6,여성, 175cm, 80kg,FREE,작아요,밝아요,흐려요,얇아요
25,6,여성, 167cm, 54kg,FREE,보통이에요,보통이에요,보통이에요,얇아요
26,6,여성, 163cm, 45kg,FREE,보통이에요,보통이에요,선명해요,보통이에요
27,6,여성, 167cm, 60kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
28,6,여성, 175cm, 51kg,FREE,보통이에요,보통이에요,선명해요,얇아요
29,6,여성, 158cm, 52kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
30,6,여성, 167cm, 50kg,FREE,보통이에요,보통이에요,보통이에요,얇아요
31,6,여성, 161cm, 52kg,FREE,보통이에요,보통이에요,보통이에요,얇아요
32,6,여성, 160cm, 60kg,FREE,보통이에요,보통이에요,선명해요,얇아요
33,6,여성, 166cm, 54kg,FREE,보통이에요,보통이에요,선명해요,얇아요
34,6,여성, 163cm, 50kg,FREE,보통이에요,보통이에요,선명해요,얇아요
35,6,여성, 158cm, 46kg,FREE,보통이에요,보통이에요,보통이에요,얇아요
36,6,여성, 167cm, 60kg,FREE,보통이에요,보통이에요,보통이에요,얇아요
37,6,여성, 174cm, 58kg,FREE,보통이에요,밝아요,선명해요,얇아요
38,6,여성, 160cm, 50kg,FREE,보통이에요,보통이에요,보통이에요,얇아요
39,6,여성, 160cm, 53kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
40,6,여성, 158cm, 60kg,FREE,보통이에요,보통이에요,선명해요,보통이에요
41,6,여성, 181cm, 65kg,FREE,보통이에요,밝아요,선명해요,얇아요
42,6,여성, 160cm, 52kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
43,6,여성, 160cm, 46kg,FREE,보통이에요,보통이에요,선명해요,얇아요
44,6,여성, 159cm, 52kg,FREE,보통이에요,보통이에요,선명해요,보통이에요
45,6,여성, 170cm, 44kg,FREE,보통이에요,보통이에요,선명해요,얇아요
46,6,여성, 164cm, 58kg,FREE,보통이에요,보통이에요,선명해요,얇아요
47,6,여성, 160cm, 50kg,FREE,보통이에요,밝아요,선명해요,보통이에요
48,6,여성, 155cm, 45kg,FREE,보통이에요,보통이에요,보통이에요,얇아요
49,6,여성, 163cm, 50kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
50,6,여성, 158cm, 49kg,FREE,작아요,밝아요,보통이에요,보통이에요
51,6,여성, 157cm, 46kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
52,16,남성, 182cm, 81kg,L,커요,보통이에요,보통이에요,보통이에요
53,16,여성, 168cm, 65kg,M,보통이에요,어두워요,선명해요,두꺼워요
54,20,여성, 160cm, 48kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
55,20,여성, 160cm, 52kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
56,20,여성, 157cm, 55kg,FREE,보통이에요,보통이에요,선명해요,두꺼워요
57,20,여성, 158cm, 60kg,FREE,커요,밝아요,선명해요,보통이에요
58,20,여성, 166cm, 58kg,FREE,커요,밝아요,선명해요,보통이에요
59,20,여성, 165cm, 55kg,FREE,보통이에요,보통이에요,선명해요,보통이에요
60,20,남성, 186cm, 82kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
61,20,여성, 163cm, 50kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
62,20,여성, 151cm, 40kg,FREE,커요,밝아요,선명해요,보통이에요
63,20,여성, 163cm, 58kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
64,20,여성, 166cm, 50kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
65,20,여성, 155cm, 49kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
66,20,여성, 160cm, 53kg,FREE,보통이에요,보통이에요,보통이에요,보통이에요
