,cody_id,clothes_maincategory,clothes_subcategorry,brand,color,season,gender,spring,summer,autumn,winter,img
97,27,아우터,슈트/블레이저 재킷,INSTANTFUNK,,2021 S/S,여,,,,,https://image.msscdn.net/images/goods_img/20210303/1823809/1823809_1_500.jpg?t=20210303172353
98,27,바지,데님 팬츠,LOEIL,,2021 S/S,여,,,,,https://image.msscdn.net/images/goods_img/20210126/1762655/1762655_1_500.jpg?t=20210126154630
99,27,여성 가방,숄더백,PLAYNOMORE,,2020 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20200331/1375430/1375430_1_500.jpg?t=20200407150254
100,27,주얼리,귀걸이,TAKEMEHOME SEOUL,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210304/1824498/1824498_1_500.jpg?t=20210304080806
101,27,신발,블로퍼,BOMIE,,2020 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20201224/1730827/1730827_1_500.jpg?t=20210109184935
102,28,바지,데님 팬츠,MILLIONCOR,,2020 S/S,여,,,,,https://image.msscdn.net/images/goods_img/20200319/1359058/1359058_2_500.jpg?t=20201119144352
103,28,선글라스/안경테,선글라스,ONE BRILLIANT,,2020 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20200316/1353831/1353831_1_500.jpg?t=20200316203709
104,28,신발,부츠,TDN,,2022 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20200924/1621404/1621404_1_500.jpg?t=20200924014933
105,29,상의,긴소매 티셔츠,SETUP-EXE,,2020 F/W,여,,,,,https://image.msscdn.net/images/goods_img/20200902/1580955/1580955_1_500.jpg?t=20200902210311
106,29,스포츠/용품,하의,MEZZOKUNST,,2020 S/S,여,,,,,https://image.msscdn.net/images/goods_img/20200520/1455539/1455539_3_500.jpg?t=20210329052757
107,29,스커트,롱스커트,CITY BREEZE,,2020 F/W,여,,,,,https://image.msscdn.net/images/goods_img/20200819/1554458/1554458_4_500.jpg?t=20200820232257
108,29,주얼리,귀걸이,ORDOR,,2020 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20200717/1518620/1518620_2_500.jpg?t=20200717002058
109,29,주얼리,목걸이/펜던트,NUAVO,,2020 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20200708/1509295/1509295_1_500.png?t=20200708150605
